label,subclass,target_name,run_id,group_id,frame_id,trajectory,tilt,roll,source_image,json_label,crop_type,x_min,y_min,x_max,y_max,file
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_161916,100lbs_bomb_(floor)/2023-09-21_161916,0108,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\gopro\0108.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\labels\0108.json,bbox_x3_margin,831,428,1059,1045,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0108.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_161916,100lbs_bomb_(floor)/2023-09-21_161916,0164,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\gopro\0164.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\labels\0164.json,bbox_x3_margin,814,524,1058,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0164.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_161916,100lbs_bomb_(floor)/2023-09-21_161916,0219,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\gopro\0219.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\labels\0219.json,bbox_x3_margin,796,638,1058,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0219.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_161916,100lbs_bomb_(floor)/2023-09-21_161916,0275,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\gopro\0275.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\labels\0275.json,bbox_x3_margin,795,779,1044,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0275.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_162055,100lbs_bomb_(floor)/2023-09-21_162055,0066,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\gopro\0066.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\labels\0066.json,bbox_x3_margin,851,311,1060,862,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0066.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_162055,100lbs_bomb_(floor)/2023-09-21_162055,0130,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\gopro\0130.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\labels\0130.json,bbox_x3_margin,834,395,1062,991,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0130.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_162055,100lbs_bomb_(floor)/2023-09-21_162055,0193,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\gopro\0193.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\labels\0193.json,bbox_x3_margin,828,493,1053,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0193.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_162055,100lbs_bomb_(floor)/2023-09-21_162055,0256,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\gopro\0256.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\labels\0256.json,bbox_x3_margin,800,627,1057,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0256.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_162055,100lbs_bomb_(floor)/2023-09-21_162055,0320,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\gopro\0320.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_162055\labels\0320.json,bbox_x3_margin,796,783,1040,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_162055__0320.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_100927,15cm_mortar/2023-09-21_100927,0087,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\gopro\0087.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\labels\0087.json,bbox_x3_margin,752,511,1189,1001,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_100927__0087.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_100927,15cm_mortar/2023-09-21_100927,0268,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\gopro\0268.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\labels\0268.json,bbox_x3_margin,547,598,1355,998,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_100927__0268.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_100927,15cm_mortar/2023-09-21_100927,0449,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\gopro\0449.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\labels\0449.json,bbox_x3_margin,383,684,1387,912,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_100927__0449.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_100927,15cm_mortar/2023-09-21_100927,0630,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\gopro\0630.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\labels\0630.json,bbox_x3_margin,494,591,1270,909,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_100927__0630.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_100927,15cm_mortar/2023-09-21_100927,0811,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\gopro\0811.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_100927\labels\0811.json,bbox_x3_margin,710,550,1105,1019,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_100927__0811.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101131,15cm_mortar/2023-09-21_101131,0092,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\gopro\0092.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\labels\0092.json,bbox_x3_margin,703,509,1082,1015,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101131__0092.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101131,15cm_mortar/2023-09-21_101131,0299,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\gopro\0299.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\labels\0299.json,bbox_x3_margin,535,594,1346,1002,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101131__0299.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101131,15cm_mortar/2023-09-21_101131,0506,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\gopro\0506.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\labels\0506.json,bbox_x3_margin,417,668,1389,901,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101131__0506.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101131,15cm_mortar/2023-09-21_101131,0713,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\gopro\0713.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\labels\0713.json,bbox_x3_margin,560,565,1204,941,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101131__0713.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101131,15cm_mortar/2023-09-21_101131,0920,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\gopro\0920.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101131\labels\0920.json,bbox_x3_margin,1068,552,1476,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101131__0920.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101416,15cm_mortar/2023-09-21_101416,0106,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\gopro\0106.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\labels\0106.json,bbox_x3_margin,644,499,1057,1013,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101416__0106.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101416,15cm_mortar/2023-09-21_101416,0292,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\gopro\0292.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\labels\0292.json,bbox_x3_margin,566,576,1342,1008,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101416__0292.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101416,15cm_mortar/2023-09-21_101416,0477,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\gopro\0477.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\labels\0477.json,bbox_x3_margin,327,672,1326,942,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101416__0477.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101416,15cm_mortar/2023-09-21_101416,0662,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\gopro\0662.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\labels\0662.json,bbox_x3_margin,386,603,1207,900,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101416__0662.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101416,15cm_mortar/2023-09-21_101416,0848,L to R (z: 750),-22°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\gopro\0848.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101416\labels\0848.json,bbox_x3_margin,709,539,1112,1024,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101416__0848.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101622,15cm_mortar/2023-09-21_101622,0076,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\gopro\0076.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\labels\0076.json,bbox_x3_margin,791,543,1252,1041,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101622__0076.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101622,15cm_mortar/2023-09-21_101622,0268,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\gopro\0268.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\labels\0268.json,bbox_x3_margin,889,9,1244,846,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101622__0268.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101622,15cm_mortar/2023-09-21_101622,0460,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\gopro\0460.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\labels\0460.json,bbox_x3_margin,922,205,1166,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101622__0460.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101622,15cm_mortar/2023-09-21_101622,0651,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\gopro\0651.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\labels\0651.json,bbox_x3_margin,867,504,1161,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101622__0651.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101622,15cm_mortar/2023-09-21_101622,0843,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\gopro\0843.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101622\labels\0843.json,bbox_x3_margin,824,559,1261,800,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101622__0843.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101840,15cm_mortar/2023-09-21_101840,0125,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\gopro\0125.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\labels\0125.json,bbox_x3_margin,779,526,1261,995,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101840__0125.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101840,15cm_mortar/2023-09-21_101840,0315,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\gopro\0315.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\labels\0315.json,bbox_x3_margin,852,289,1236,1073,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101840__0315.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101840,15cm_mortar/2023-09-21_101840,0504,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\gopro\0504.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\labels\0504.json,bbox_x3_margin,913,283,1178,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101840__0504.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101840,15cm_mortar/2023-09-21_101840,0693,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\gopro\0693.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\labels\0693.json,bbox_x3_margin,844,285,1178,942,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101840__0693.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_101840,15cm_mortar/2023-09-21_101840,0883,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\gopro\0883.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_101840\labels\0883.json,bbox_x3_margin,827,361,1288,605,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_101840__0883.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102106,15cm_mortar/2023-09-21_102106,0106,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\gopro\0106.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\labels\0106.json,bbox_x3_margin,794,503,1255,1075,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102106__0106.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102106,15cm_mortar/2023-09-21_102106,0278,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\gopro\0278.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\labels\0278.json,bbox_x3_margin,887,165,1210,1002,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102106__0278.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102106,15cm_mortar/2023-09-21_102106,0450,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\gopro\0450.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\labels\0450.json,bbox_x3_margin,932,549,1168,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102106__0450.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102106,15cm_mortar/2023-09-21_102106,0621,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\gopro\0621.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\labels\0621.json,bbox_x3_margin,849,446,1167,1066,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102106__0621.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102106,15cm_mortar/2023-09-21_102106,0793,L to R (z: 750),-22°,90°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\gopro\0793.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102106\labels\0793.json,bbox_x3_margin,830,767,1243,1003,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102106__0793.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102500,15cm_mortar/2023-09-21_102500,0181,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\gopro\0181.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\labels\0181.json,bbox_x3_margin,637,445,1082,959,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102500__0181.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102500,15cm_mortar/2023-09-21_102500,0365,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\gopro\0365.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\labels\0365.json,bbox_x3_margin,581,558,1339,945,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102500__0365.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102500,15cm_mortar/2023-09-21_102500,0549,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\gopro\0549.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\labels\0549.json,bbox_x3_margin,503,644,1351,856,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102500__0549.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102500,15cm_mortar/2023-09-21_102500,0732,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\gopro\0732.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\labels\0732.json,bbox_x3_margin,603,515,1260,910,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102500__0732.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102500,15cm_mortar/2023-09-21_102500,0916,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\gopro\0916.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102500\labels\0916.json,bbox_x3_margin,803,475,1129,1013,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102500__0916.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102700,15cm_mortar/2023-09-21_102700,0124,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\gopro\0124.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\labels\0124.json,bbox_x3_margin,669,445,1101,959,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102700__0124.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102700,15cm_mortar/2023-09-21_102700,0300,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\gopro\0300.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\labels\0300.json,bbox_x3_margin,544,550,1283,950,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102700__0300.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102700,15cm_mortar/2023-09-21_102700,0476,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\gopro\0476.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\labels\0476.json,bbox_x3_margin,421,655,1295,875,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102700__0476.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102700,15cm_mortar/2023-09-21_102700,0651,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\gopro\0651.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\labels\0651.json,bbox_x3_margin,526,530,1244,901,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102700__0651.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102700,15cm_mortar/2023-09-21_102700,0827,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\gopro\0827.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102700\labels\0827.json,bbox_x3_margin,715,477,1091,996,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102700__0827.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102909,15cm_mortar/2023-09-21_102909,0104,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102909\gopro\0104.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102909\labels\0104.json,bbox_x3_margin,678,453,1176,954,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102909__0104.jpg
UXO,mortar_shell,15cm_mortar,2023-09-21_102909,15cm_mortar/2023-09-21_102909,0278,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102909\gopro\0278.jpg,C:\Users\stephenxxy\Desktop\project\recordings\15cm_mortar\2023-09-21_102909\labels\0278.json,bbox_x3_margin,530,579,1309,939,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\mortar_shell\15cm_mortar__2023-09-21_102909__0278.jpg
